Oly contig	SPID	SPID evalue	Gene Name
Ostrea_lur_contig10429	Q54EQ8	4.00E-13	NUP98_DICDI Nuclear pore complex protein Nup98-Nup96 OS=Dictyostelium discoideum GN=nup98 PE=3 SV=1
Ostrea_lur_contig1043	Q96AD5	8.00E-102	PLPL2_HUMAN Patatin-like phospholipase domain-containing protein 2 OS=Homo sapiens GN=PNPLA2 PE=1 SV=1
Ostrea_lur_contig10430	O88544	0	CSN4_MOUSE COP9 signalosome complex subunit 4 OS=Mus musculus GN=Cops4 PE=1 SV=1
Ostrea_lur_contig10432	Q8NCE2	2.00E-146	MTMRE_HUMAN Myotubularin-related protein 14 OS=Homo sapiens GN=MTMR14 PE=1 SV=2
Ostrea_lur_contig10433	O15943	6.00E-65	CADN_DROME Neural-cadherin OS=Drosophila melanogaster GN=CadN PE=1 SV=2
Ostrea_lur_contig10436	Q9WVL0	2.00E-86	MAAI_MOUSE Maleylacetoacetate isomerase OS=Mus musculus GN=Gstz1 PE=1 SV=1
Ostrea_lur_contig10439	P06603	2.00E-152	TBA1_DROME Tubulin alpha-1 chain OS=Drosophila melanogaster GN=alphaTub84B PE=2 SV=1
Ostrea_lur_contig1044	Q15024	3.00E-127	EXOS7_HUMAN Exosome complex exonuclease RRP42 OS=Homo sapiens GN=EXOSC7 PE=1 SV=2
Ostrea_lur_contig10441	Q17QZ7	3.00E-179	TTC27_BOVIN Tetratricopeptide repeat protein 27 OS=Bos taurus GN=TTC27 PE=2 SV=1
Ostrea_lur_contig10442	Q9TST0	4.00E-93	BMI1_FELCA Polycomb complex protein BMI-1 OS=Felis catus GN=BMI1 PE=2 SV=1
Ostrea_lur_contig10444	Q8WXX0	8.00E-31	"DYH7_HUMAN Dynein heavy chain 7, axonemal OS=Homo sapiens GN=DNAH7 PE=1 SV=1"
Ostrea_lur_contig10446	P23378	2.00E-10	"GCSP_HUMAN Glycine dehydrogenase [decarboxylating], mitochondrial OS=Homo sapiens GN=GLDC PE=1 SV=2"
Ostrea_lur_contig10452	Q6IP19	1.00E-06	TMM47_XENLA Transmembrane protein 47 OS=Xenopus laevis GN=tmem47 PE=2 SV=1
Ostrea_lur_contig10453	P49336	1.00E-136	CDK8_HUMAN Cell division protein kinase 8 OS=Homo sapiens GN=CDK8 PE=1 SV=1
Ostrea_lur_contig10454	A0JMH2	5.00E-26	CB069_DANRE UPF0565 protein C2orf69 homolog OS=Danio rerio GN=zgc:153521 PE=2 SV=1
Ostrea_lur_contig10455	Q75WF2	2.00E-16	DNA2_ACAPL Plancitoxin-1 OS=Acanthaster planci PE=1 SV=1
Ostrea_lur_contig10459	Q54KF6	1.00E-63	Y7365_DICDI Protein DDB_G0287365 OS=Dictyostelium discoideum GN=DDB_G0287365 PE=3 SV=1
Ostrea_lur_contig1046	P05932	4.00E-61	CALMB_ARBPU Calmodulin-beta (Fragment) OS=Arbacia punctulata PE=2 SV=1
Ostrea_lur_contig10466	Q7Z6Z7	5.00E-09	HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3
Ostrea_lur_contig10468	Q6GMF8	4.00E-12	RHDF1_DANRE Rhomboid family member 1 OS=Danio rerio GN=rhbdf1 PE=2 SV=1
Ostrea_lur_contig10469	Q80V94	2.00E-56	AP4E1_MOUSE AP-4 complex subunit epsilon-1 OS=Mus musculus GN=Ap4e1 PE=2 SV=2
Ostrea_lur_contig1047	P25162	2.00E-43	ACH4_DROME Acetylcholine receptor subunit beta-like 2 OS=Drosophila melanogaster GN=nAcRbeta-96A PE=2 SV=3
Ostrea_lur_contig10471	Q9CR41	2.00E-28	HYPK_MOUSE Huntingtin-interacting protein K OS=Mus musculus GN=Hypk PE=2 SV=2
Ostrea_lur_contig10472	Q5RDW9	2.00E-57	CSTF3_PONAB Cleavage stimulation factor 77 kDa subunit OS=Pongo abelii GN=CSTF3 PE=2 SV=1
Ostrea_lur_contig10474	Q9H4K7	4.00E-77	GTPB5_HUMAN GTP-binding protein 5 OS=Homo sapiens GN=GTPBP5 PE=2 SV=1
Ostrea_lur_contig10476	Q86UP9	2.00E-50	LHPL3_HUMAN Lipoma HMGIC fusion partner-like 3 protein OS=Homo sapiens GN=LHFPL3 PE=2 SV=2
Ostrea_lur_contig10477	Q63085	7.00E-06	"PDE3B_RAT cGMP-inhibited 3',5'-cyclic phosphodiesterase B OS=Rattus norvegicus GN=Pde3b PE=2 SV=1"
Ostrea_lur_contig1048	Q5RBQ3	2.00E-10	ZN549_PONAB Zinc finger protein 549 OS=Pongo abelii GN=ZNF549 PE=2 SV=1
Ostrea_lur_contig10480	P62597	6.00E-12	POTE1_CHICK Protection of telomeres protein 1 OS=Gallus gallus GN=POT1 PE=1 SV=1
Ostrea_lur_contig10484	B0BM20	4.00E-59	ENOLL_XENTR Enolase-like protein C10orf134 homolog OS=Xenopus tropicalis PE=2 SV=1
Ostrea_lur_contig10485	Q568R1	6.00E-05	CCD55_DANRE Coiled-coil domain-containing protein 55 OS=Danio rerio GN=ccdc55 PE=1 SV=2
Ostrea_lur_contig10487	Q9VFP2	0	RDX_DROME Protein roadkill OS=Drosophila melanogaster GN=rdx PE=1 SV=2
Ostrea_lur_contig10489	O35245	4.00E-09	PKD2_MOUSE Polycystin-2 OS=Mus musculus GN=Pkd2 PE=1 SV=1
Ostrea_lur_contig1049	Q8VCC1	3.00E-37	PGDH_MOUSE 15-hydroxyprostaglandin dehydrogenase [NAD+] OS=Mus musculus GN=Hpgd PE=2 SV=1
Ostrea_lur_contig10493	P36609	3.00E-73	NCS2_CAEEL Neuronal calcium sensor 2 OS=Caenorhabditis elegans GN=ncs-2 PE=2 SV=2
Ostrea_lur_contig10494	Q9WUB9	2.00E-23	MARCO_MESAU Macrophage receptor MARCO OS=Mesocricetus auratus GN=MARCO PE=2 SV=1
Ostrea_lur_contig10496	A4FU69	2.00E-132	EFCB5_HUMAN EF-hand calcium-binding domain-containing protein 5 OS=Homo sapiens GN=EFCAB5 PE=1 SV=2
Ostrea_lur_contig10498	A7SG73	2.00E-47	NADC_NEMVE Nicotinate-nucleotide pyrophosphorylase [carboxylating] (Fragment) OS=Nematostella vectensis GN=qprt PE=3 SV=1
Ostrea_lur_contig105	P31409	0	VATB_DROME V-type proton ATPase subunit B OS=Drosophila melanogaster GN=Vha55 PE=1 SV=1
Ostrea_lur_contig1050	Q9NQP4	6.00E-12	PFD4_HUMAN Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1
Ostrea_lur_contig10501	Q3ZBS8	4.00E-13	TIM8A_BOVIN Mitochondrial import inner membrane translocase subunit Tim8 A OS=Bos taurus GN=TIMM8A PE=3 SV=1
Ostrea_lur_contig10502	P18146	2.00E-65	EGR1_HUMAN Early growth response protein 1 OS=Homo sapiens GN=EGR1 PE=1 SV=1
Ostrea_lur_contig10506	Q99J27	5.00E-39	ACATN_MOUSE Acetyl-coenzyme A transporter 1 OS=Mus musculus GN=Slc33a1 PE=1 SV=1
Ostrea_lur_contig10507	P37091	2.00E-32	SCNNG_RAT Amiloride-sensitive sodium channel subunit gamma OS=Rattus norvegicus GN=Scnn1g PE=1 SV=2
Ostrea_lur_contig10509	Q0VAA2	4.00E-44	CN16B_HUMAN Uncharacterized protein C14orf166B OS=Homo sapiens GN=C14orf166B PE=2 SV=1
Ostrea_lur_contig1051	O08648	2.00E-11	M3K4_MOUSE Mitogen-activated protein kinase kinase kinase 4 OS=Mus musculus GN=Map3k4 PE=1 SV=1
Ostrea_lur_contig10512	Q02427	2.00E-40	RBP1_DROME RNA-binding protein 1 OS=Drosophila melanogaster GN=Rbp1 PE=1 SV=3
Ostrea_lur_contig10513	Q63ZH8	5.00E-27	F136A_XENLA Protein FAM136A OS=Xenopus laevis GN=fam136a PE=2 SV=1
Ostrea_lur_contig10514	Q3BAI2	2.00E-11	YCX91_PHAAO Uncharacterized protein ORF91 OS=Phalaenopsis aphrodite subsp. formosana PE=4 SV=1
Ostrea_lur_contig10516	Q24524	7.00E-97	SING_DROME Protein singed OS=Drosophila melanogaster GN=sn PE=2 SV=1
Ostrea_lur_contig10518	Q07553	7.00E-128	GCY3E_DROME Guanylate cyclase 32E OS=Drosophila melanogaster GN=Gyc32E PE=1 SV=4
Ostrea_lur_contig10519	A6QQL5	3.00E-12	CB073_BOVIN Uncharacterized protein C2orf73 homolog OS=Bos taurus PE=2 SV=1
Ostrea_lur_contig10521	Q8CBY3	2.00E-83	LENG8_MOUSE Leukocyte receptor cluster member 8 homolog OS=Mus musculus GN=Leng8 PE=1 SV=1
Ostrea_lur_contig10523	Q3Y4E2	2.00E-129	SELN_DANRE Selenoprotein N OS=Danio rerio GN=sepn1 PE=2 SV=3
Ostrea_lur_contig10524	Q9Z1J2	6.00E-64	NEK4_MOUSE Serine/threonine-protein kinase Nek4 OS=Mus musculus GN=Nek4 PE=2 SV=1
Ostrea_lur_contig10525	A7YVD7	1.00E-63	"CH038_BOVIN UPF0551 protein C8orf38 homolog, mitochondrial OS=Bos taurus PE=2 SV=1"
Ostrea_lur_contig1053	P74148	1.00E-11	Y1388_SYNY3 Uncharacterized protein sll1388 OS=Synechocystis sp. (strain PCC 6803) GN=sll1388 PE=3 SV=1
Ostrea_lur_contig10532	Q9NZL3	7.00E-06	ZN224_HUMAN Zinc finger protein 224 OS=Homo sapiens GN=ZNF224 PE=1 SV=2
Ostrea_lur_contig10535	Q01611	9.00E-18	ZFY1_XENLA Zinc finger Y-chromosomal protein 1 OS=Xenopus laevis GN=zfy1 PE=2 SV=1
Ostrea_lur_contig10536	Q8NF91	5.00E-17	SYNE1_HUMAN Nesprin-1 OS=Homo sapiens GN=SYNE1 PE=1 SV=3
Ostrea_lur_contig10538	Q25379	9.00E-45	"ACT3_LYTPI Actin, cytoskeletal 3 (Fragment) OS=Lytechinus pictus PE=3 SV=1"
Ostrea_lur_contig1054	Q9Z2V9	7.00E-60	CCNI_MOUSE Cyclin-I OS=Mus musculus GN=Ccni PE=2 SV=3
Ostrea_lur_contig10540	Q0VCP2	4.00E-34	PX11A_BOVIN Peroxisomal membrane protein 11A OS=Bos taurus GN=PEX11A PE=2 SV=1
Ostrea_lur_contig10544	A7RHB3	4.00E-09	U732_NEMVE UPF0732 protein v1g81173 OS=Nematostella vectensis GN=v1g81173 PE=3 SV=2
Ostrea_lur_contig10545	Q8TAE6	6.00E-10	PP14C_HUMAN Protein phosphatase 1 regulatory subunit 14C OS=Homo sapiens GN=PPP1R14C PE=1 SV=3
Ostrea_lur_contig10548	Q15131	8.00E-68	CDK10_HUMAN Cell division protein kinase 10 OS=Homo sapiens GN=CDK10 PE=1 SV=1
Ostrea_lur_contig1055	P04069	5.00E-94	CBPB_ASTFL Carboxypeptidase B OS=Astacus fluviatilis PE=1 SV=1
Ostrea_lur_contig10550	Q15695	4.00E-14	U2AFL_HUMAN U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1 OS=Homo sapiens GN=ZRSR1 PE=2 SV=2
Ostrea_lur_contig10557	Q5R792	1.00E-105	ATG5_PONAB Autophagy protein 5 OS=Pongo abelii GN=ATG5 PE=2 SV=1
Ostrea_lur_contig10560	O43156	1.00E-111	K0406_HUMAN Uncharacterized protein KIAA0406 OS=Homo sapiens GN=KIAA0406 PE=1 SV=3
Ostrea_lur_contig10568	P81712	2.00E-13	ICI1_CANLI Subtilisin inhibitor CLSI-I OS=Canavalia lineata PE=1 SV=1
Ostrea_lur_contig10571	Q1RMH9	1.00E-33	DNJC2_BOVIN DnaJ homolog subfamily C member 2 OS=Bos taurus GN=DNAJC2 PE=2 SV=1
Ostrea_lur_contig10573	Q9EQ76	5.00E-34	FMO3_RAT Dimethylaniline monooxygenase [N-oxide-forming] 3 OS=Rattus norvegicus GN=Fmo3 PE=1 SV=1
Ostrea_lur_contig10575	Q9WTW8	4.00E-20	S23A2_RAT Solute carrier family 23 member 2 OS=Rattus norvegicus GN=Slc23a2 PE=2 SV=2
Ostrea_lur_contig10578	Q99PL5	3.00E-29	RRBP1_MOUSE Ribosome-binding protein 1 OS=Mus musculus GN=Rrbp1 PE=2 SV=2
Ostrea_lur_contig10581	Q86WI1	6.00E-22	PKHL1_HUMAN Fibrocystin-L OS=Homo sapiens GN=PKHD1L1 PE=2 SV=2
Ostrea_lur_contig10582	Q9VUL9	4.00E-37	FUCTA_DROME Glycoprotein 3-alpha-L-fucosyltransferase A OS=Drosophila melanogaster GN=FucTA PE=1 SV=2
Ostrea_lur_contig10584	Q8IVF4	2.00E-179	"DYH10_HUMAN Dynein heavy chain 10, axonemal OS=Homo sapiens GN=DNAH10 PE=1 SV=3"
Ostrea_lur_contig10585	P33124	4.00E-55	ACSL6_RAT Long-chain-fatty-acid--CoA ligase 6 OS=Rattus norvegicus GN=Acsl6 PE=1 SV=1
Ostrea_lur_contig10588	Q9H3S7	1.00E-72	PTN23_HUMAN Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens GN=PTPN23 PE=1 SV=1
Ostrea_lur_contig10591	Q60529	5.00E-44	RASH_MESAU GTPase HRas (Fragment) OS=Mesocricetus auratus GN=HRAS1 PE=3 SV=1
Ostrea_lur_contig10599	Q07141	2.00E-07	TLE4_RAT Transducin-like enhancer protein 4 OS=Rattus norvegicus GN=Tle4 PE=2 SV=2
Ostrea_lur_contig106	Q9C0G6	1.00E-102	"DYH6_HUMAN Dynein heavy chain 6, axonemal OS=Homo sapiens GN=DNAH6 PE=1 SV=3"
Ostrea_lur_contig1060	P53563	2.00E-17	B2CL1_RAT Bcl-2-like protein 1 OS=Rattus norvegicus GN=Bcl2l1 PE=1 SV=2
Ostrea_lur_contig10602	Q8K0H7	2.00E-30	S45A3_MOUSE Solute carrier family 45 member 3 OS=Mus musculus GN=Slc45a3 PE=2 SV=1
Ostrea_lur_contig10603	Q9ULX7	6.00E-17	CAH14_HUMAN Carbonic anhydrase 14 OS=Homo sapiens GN=CA14 PE=2 SV=1
Ostrea_lur_contig10605	O35161	1.00E-24	CELR1_MOUSE Cadherin EGF LAG seven-pass G-type receptor 1 OS=Mus musculus GN=Celsr1 PE=2 SV=2
Ostrea_lur_contig10608	Q9X248	3.00E-16	FABG_THEMA 3-oxoacyl-[acyl-carrier-protein] reductase OS=Thermotoga maritima GN=fabG PE=3 SV=1
Ostrea_lur_contig1061	Q2T9X2	0	TCPD_BOVIN T-complex protein 1 subunit delta OS=Bos taurus GN=CCT4 PE=2 SV=3
Ostrea_lur_contig10612	Q14562	0	DHX8_HUMAN ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1
Ostrea_lur_contig10613	Q4R7L8	1.00E-120	NUD12_MACFA Peroxisomal NADH pyrophosphatase NUDT12 OS=Macaca fascicularis GN=NUDT12 PE=2 SV=1
Ostrea_lur_contig10615	Q5ZKX1	2.00E-70	CHM1B_CHICK Charged multivesicular body protein 1b OS=Gallus gallus GN=CHMP1B PE=2 SV=1
Ostrea_lur_contig10616	O01761	5.00E-24	UNC89_CAEEL Muscle M-line assembly protein unc-89 OS=Caenorhabditis elegans GN=unc-89 PE=1 SV=3
Ostrea_lur_contig10617	Q66HA2	6.00E-49	CR3L1_RAT Cyclic AMP-responsive element-binding protein 3-like protein 1 OS=Rattus norvegicus GN=Creb3l1 PE=2 SV=1
Ostrea_lur_contig10618	Q20CR4	6.00E-100	DUSTY_MACMU Dual serine/threonine and tyrosine protein kinase OS=Macaca mulatta GN=DSTYK PE=2 SV=1
Ostrea_lur_contig10619	Q2KHW8	9.00E-24	GEMI6_BOVIN Gem-associated protein 6 OS=Bos taurus GN=GEMIN6 PE=2 SV=1
Ostrea_lur_contig1062	Q00532	1.00E-21	CDKL1_HUMAN Cyclin-dependent kinase-like 1 OS=Homo sapiens GN=CDKL1 PE=2 SV=5
Ostrea_lur_contig10622	Q90788	4.00E-43	NKX25_CHICK Homeobox protein Nkx-2.5 OS=Gallus gallus GN=NKX-2.5 PE=2 SV=1
Ostrea_lur_contig10624	P61024	2.00E-28	CKS1_HUMAN Cyclin-dependent kinases regulatory subunit 1 OS=Homo sapiens GN=CKS1B PE=1 SV=1
Ostrea_lur_contig10625	Q3ZBV9	1.00E-10	DHR11_BOVIN Dehydrogenase/reductase SDR family member 11 OS=Bos taurus GN=DHRS11 PE=2 SV=1
Ostrea_lur_contig10626	Q58CQ9	2.00E-128	VNN1_BOVIN Pantetheinase OS=Bos taurus GN=VNN1 PE=2 SV=1
Ostrea_lur_contig10629	O35245	8.00E-16	PKD2_MOUSE Polycystin-2 OS=Mus musculus GN=Pkd2 PE=1 SV=1
Ostrea_lur_contig10630	Q5ZMW6	4.00E-07	MDM1_CHICK Nuclear protein MDM1 OS=Gallus gallus GN=MDM1 PE=2 SV=1
Ostrea_lur_contig10634	Q568R1	5.00E-05	CCD55_DANRE Coiled-coil domain-containing protein 55 OS=Danio rerio GN=ccdc55 PE=1 SV=2
Ostrea_lur_contig10635	Q4ZJM9	3.00E-05	C1QL4_MOUSE Complement C1q-like protein 4 OS=Mus musculus GN=C1ql4 PE=2 SV=1
Ostrea_lur_contig10639	Q92805	8.00E-19	GOGA1_HUMAN Golgin subfamily A member 1 OS=Homo sapiens GN=GOLGA1 PE=1 SV=2
Ostrea_lur_contig10649	Q6ZWH5	1.00E-24	NEK10_HUMAN Serine/threonine-protein kinase Nek10 OS=Homo sapiens GN=NEK10 PE=2 SV=2
Ostrea_lur_contig1065	P02637	7.00E-71	SCP_PATYE Sarcoplasmic calcium-binding protein OS=Patinopecten yessoensis PE=1 SV=1
Ostrea_lur_contig10650	P56377	4.00E-85	AP1S2_HUMAN AP-1 complex subunit sigma-2 OS=Homo sapiens GN=AP1S2 PE=1 SV=1
Ostrea_lur_contig10654	Q6GQN4	6.00E-09	FA32A_DANRE Protein FAM32A-like OS=Danio rerio GN=fam32al PE=2 SV=1
Ostrea_lur_contig10655	O16305	1.00E-96	CALM_CAEEL Calmodulin OS=Caenorhabditis elegans GN=cmd-1 PE=1 SV=3
Ostrea_lur_contig10662	Q9P0U3	1.00E-81	SENP1_HUMAN Sentrin-specific protease 1 OS=Homo sapiens GN=SENP1 PE=1 SV=2
Ostrea_lur_contig10664	Q9UBG0	4.00E-08	MRC2_HUMAN C-type mannose receptor 2 OS=Homo sapiens GN=MRC2 PE=1 SV=1
Ostrea_lur_contig10665	Q9NGQ2	1.00E-08	KIF1_DICDI Kinesin-related protein 1 OS=Dictyostelium discoideum GN=kif1 PE=1 SV=1
Ostrea_lur_contig10666	P49327	2.00E-90	FAS_HUMAN Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3
Ostrea_lur_contig10667	Q8BNX1	5.00E-09	CLC4G_MOUSE C-type lectin domain family 4 member G OS=Mus musculus GN=Clec4g PE=2 SV=1
Ostrea_lur_contig10669	Q7T0Y4	0	CB039_XENLA UPF0407 protein C2orf39 homolog OS=Xenopus laevis PE=2 SV=1
Ostrea_lur_contig10670	Q1LZ75	1.00E-86	ERCC1_BOVIN DNA excision repair protein ERCC-1 OS=Bos taurus GN=ERCC1 PE=2 SV=1
Ostrea_lur_contig1068	Q6EGX7	3.00E-41	UBL5_MESAU Ubiquitin-like protein 5 OS=Mesocricetus auratus GN=UBL5 PE=3 SV=1
Ostrea_lur_contig10682	Q61466	2.00E-82	SMRD1_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 OS=Mus musculus GN=Smarcd1 PE=1 SV=3
Ostrea_lur_contig10683	Q6AXY7	1.00E-11	PR38B_RAT Pre-mRNA-splicing factor 38B OS=Rattus norvegicus GN=Prpf38b PE=2 SV=1
Ostrea_lur_contig10684	Q5M7L9	7.00E-08	FOXD3_XENTR Forkhead box protein D3 OS=Xenopus tropicalis GN=foxd3 PE=2 SV=1
Ostrea_lur_contig1069	P62263	1.00E-84	RS14_HUMAN 40S ribosomal protein S14 OS=Homo sapiens GN=RPS14 PE=1 SV=3
Ostrea_lur_contig10691	O14686	1.00E-51	MLL2_HUMAN Histone-lysine N-methyltransferase MLL2 OS=Homo sapiens GN=MLL2 PE=1 SV=1
Ostrea_lur_contig10695	P25712	1.00E-07	"NDUV3_BOVIN NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial OS=Bos taurus GN=NDUFV3 PE=1 SV=1"
Ostrea_lur_contig10696	Q8N0W4	6.00E-13	"NLGNX_HUMAN Neuroligin-4, X-linked OS=Homo sapiens GN=NLGN4X PE=1 SV=1"
Ostrea_lur_contig107	Q8NA66	6.00E-31	CNBD1_HUMAN Cyclic nucleotide-binding domain-containing protein 1 OS=Homo sapiens GN=CNBD1 PE=2 SV=1
Ostrea_lur_contig10700	Q90694	1.00E-48	CDC42_CHICK Cell division control protein 42 homolog OS=Gallus gallus GN=CDC42 PE=2 SV=1
Ostrea_lur_contig10703	Q8IRG6	3.00E-72	SPT16_DROME FACT complex subunit spt16 OS=Drosophila melanogaster GN=dre4 PE=1 SV=2
Ostrea_lur_contig10705	P80010	1.00E-53	PLMN_HORSE Plasminogen (Fragment) OS=Equus caballus GN=PLG PE=1 SV=1
Ostrea_lur_contig10706	Q969U6	1.00E-13	FBXW5_HUMAN F-box/WD repeat-containing protein 5 OS=Homo sapiens GN=FBXW5 PE=1 SV=1
Ostrea_lur_contig10707	Q2T9Z6	2.00E-27	CN038_BOVIN Uncharacterized protein C14orf38 homolog OS=Bos taurus PE=2 SV=2
Ostrea_lur_contig1071	B2GUZ5	5.00E-127	CAZA1_RAT F-actin-capping protein subunit alpha-1 OS=Rattus norvegicus GN=Capza1 PE=1 SV=1
Ostrea_lur_contig10710	Q8R1S0	1.00E-128	COQ6_MOUSE Ubiquinone biosynthesis monooxygenase COQ6 OS=Mus musculus GN=Coq6 PE=2 SV=2
Ostrea_lur_contig10711	O43490	1.00E-05	PROM1_HUMAN Prominin-1 OS=Homo sapiens GN=PROM1 PE=1 SV=1
Ostrea_lur_contig10714	Q8CEE7	2.00E-95	RDH13_MOUSE Retinol dehydrogenase 13 OS=Mus musculus GN=Rdh13 PE=2 SV=1
Ostrea_lur_contig10717	A1ZAU8	3.00E-05	SSP4_DROME Short spindle protein 4 OS=Drosophila melanogaster GN=ssp4 PE=1 SV=1
Ostrea_lur_contig1072	Q9CQ66	4.00E-15	TC1D2_MOUSE Tctex1 domain-containing protein 2 OS=Mus musculus GN=Tctex1d2 PE=2 SV=1
Ostrea_lur_contig10724	P54132	4.00E-07	BLM_HUMAN Bloom syndrome protein OS=Homo sapiens GN=BLM PE=1 SV=1
Ostrea_lur_contig10725	Q9ET30	7.00E-97	TM9S3_MOUSE Transmembrane 9 superfamily member 3 OS=Mus musculus GN=Tm9sf3 PE=1 SV=1
Ostrea_lur_contig1073	Q96UX3	9.00E-05	KAPR_ASPFU cAMP-dependent protein kinase regulatory subunit OS=Aspergillus fumigatus GN=pkaR PE=3 SV=1
Ostrea_lur_contig10735	Q13136	2.00E-10	LIPA1_HUMAN Liprin-alpha-1 OS=Homo sapiens GN=PPFIA1 PE=1 SV=1
Ostrea_lur_contig10737	Q04202	2.00E-43	TCB2_CAEBR Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1
Ostrea_lur_contig10747	P30985	6.00E-10	HTF4_CHICK Transcription factor 12 (Fragment) OS=Gallus gallus GN=TCF12 PE=2 SV=2
Ostrea_lur_contig10752	P18433	6.00E-10	PTPRA_HUMAN Receptor-type tyrosine-protein phosphatase alpha OS=Homo sapiens GN=PTPRA PE=1 SV=2
Ostrea_lur_contig10756	P82198	1.00E-32	BGH3_MOUSE Transforming growth factor-beta-induced protein ig-h3 OS=Mus musculus GN=Tgfbi PE=2 SV=1
Ostrea_lur_contig10758	Q9ESV0	2.00E-92	DDX24_MOUSE ATP-dependent RNA helicase DDX24 OS=Mus musculus GN=Ddx24 PE=1 SV=1
Ostrea_lur_contig1076	Q84J37	3.00E-15	LAC15_ARATH Laccase-15 OS=Arabidopsis thaliana GN=TT10 PE=1 SV=1
Ostrea_lur_contig10762	P23800	6.00E-54	RCC1_MESAU Regulator of chromosome condensation OS=Mesocricetus auratus GN=RCC1 PE=1 SV=1
Ostrea_lur_contig10766	Q5ZLY0	3.00E-22	PHAX_CHICK Phosphorylated adapter RNA export protein OS=Gallus gallus GN=PHAX PE=2 SV=1
Ostrea_lur_contig10771	Q9ET66	6.00E-36	PI16_MOUSE Peptidase inhibitor 16 OS=Mus musculus GN=Pi16 PE=2 SV=1
Ostrea_lur_contig10773	Q2KJE4	3.00E-23	"ETFA_BOVIN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Bos taurus GN=ETFA PE=2 SV=1"
Ostrea_lur_contig10775	Q3SZY9	9.00E-45	MED6_BOVIN Mediator of RNA polymerase II transcription subunit 6 OS=Bos taurus GN=MED6 PE=2 SV=1
Ostrea_lur_contig10776	Q6GLP4	1.00E-116	RMD5A_XENLA Protein RMD5 homolog A OS=Xenopus laevis GN=rmnd5a PE=2 SV=1
Ostrea_lur_contig10777	P44849	2.00E-15	Y736_HAEIN Uncharacterized sodium-dependent transporter HI0736 OS=Haemophilus influenzae GN=HI0736 PE=3 SV=1
Ostrea_lur_contig10779	Q1LZH9	2.00E-07	GNS_BOVIN N-acetylglucosamine-6-sulfatase OS=Bos taurus GN=GNS PE=2 SV=1
Ostrea_lur_contig1078	Q05825	0	"ATPB_DROME ATP synthase subunit beta, mitochondrial OS=Drosophila melanogaster GN=ATPsyn-beta PE=1 SV=3"
Ostrea_lur_contig10780	Q66HH4	7.00E-26	HERP2_RAT Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein OS=Rattus norvegicus GN=Herpud2 PE=2 SV=1
Ostrea_lur_contig10783	Q7Z6B0	4.00E-11	CCD91_HUMAN Coiled-coil domain-containing protein 91 OS=Homo sapiens GN=CCDC91 PE=1 SV=1
Ostrea_lur_contig10787	A5PLL7	1.00E-50	TM189_HUMAN Transmembrane protein 189 OS=Homo sapiens GN=TMEM189 PE=2 SV=2
Ostrea_lur_contig1079	Q9EPU0	0	RENT1_MOUSE Regulator of nonsense transcripts 1 OS=Mus musculus GN=Upf1 PE=1 SV=2
Ostrea_lur_contig10792	Q09811	2.00E-27	HUS2_SCHPO ATP-dependent DNA helicase hus2/rqh1 OS=Schizosaccharomyces pombe GN=rqh1 PE=1 SV=1
Ostrea_lur_contig10796	Q761V0	4.00E-159	SC6A5_MOUSE Sodium- and chloride-dependent glycine transporter 2 OS=Mus musculus GN=Slc6a5 PE=2 SV=1
Ostrea_lur_contig10797	O96790	3.00E-25	DPGN_DIPMA Serine protease inhibitor dipetalogastin (Fragment) OS=Dipetalogaster maximus PE=1 SV=2
Ostrea_lur_contig108	Q9V8R9	4.00E-14	41_DROME Protein 4.1 homolog OS=Drosophila melanogaster GN=cora PE=1 SV=1
Ostrea_lur_contig1080	Q5PQQ2	2.00E-14	WBP11_RAT WW domain-binding protein 11 OS=Rattus norvegicus GN=Wbp11 PE=2 SV=1
Ostrea_lur_contig10800	Q3SZ21	8.00E-22	RPP30_BOVIN Ribonuclease P protein subunit p30 OS=Bos taurus GN=RPP30 PE=2 SV=1
Ostrea_lur_contig10801	Q2KIG0	1.00E-160	"ETFD_BOVIN Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Bos taurus GN=ETFDH PE=2 SV=1"
Ostrea_lur_contig1081	P25789	2.00E-140	PSA4_HUMAN Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1
Ostrea_lur_contig10811	Q7YQM3	4.00E-152	ATRX_PONPY Transcriptional regulator ATRX OS=Pongo pygmaeus GN=ATRX PE=2 SV=1
